season,date,away.team,away.score,home.team,home.score,line,over_under
2015,2015-12-27,JAX,27,NO,38,-2.0,53.5
2015,2015-12-27,STL,23,SEA,17,-11.5,42.0
2015,2015-12-27,GB,8,ARI,38,-6.0,50.0
2015,2015-12-27,NYG,17,MIN,49,-6.5,45.0
2015,2015-12-28,CIN,17,DEN,20,-3.0,39.5
2015,2016-01-03,NYJ,17,BUF,22,2.5,41.0
2015,2016-01-03,NE,10,MIA,20,9.5,46.5
2015,2016-01-03,NO,20,ATL,17,-5.5,53.5
2015,2016-01-03,BAL,16,CIN,24,-9.5,41.0
2015,2016-01-03,PIT,28,CLE,12,12.5,47.0
2015,2016-01-03,JAX,6,HOU,30,-5.5,45.0
2015,2016-01-03,TEN,24,IND,30,-4.0,39.0
2015,2016-01-03,WSH,34,DAL,23,-3.0,41.0
2015,2016-01-03,PHI,35,NYG,30,-3.5,51.0
2015,2016-01-03,DET,24,CHI,20,2.5,45.0
2015,2016-01-03,TB,10,CAR,38,-10.5,44.5
2015,2016-01-03,OAK,17,KC,23,-7.0,44.0
2015,2016-01-03,SD,20,DEN,27,-10.0,42.0
2015,2016-01-03,SEA,36,ARI,6,-6.0,47.0
2015,2016-01-03,STL,16,SF,19,3.0,38.5
2015,2016-01-03,MIN,20,GB,13,-3.0,43.5
2015,2016-01-09,KC,30,HOU,0,3.0,39.5
2015,2016-01-09,PIT,18,CIN,16,2.0,44.5
2015,2016-01-10,SEA,10,MIN,9,4.0,40.0
2015,2016-01-10,GB,35,WSH,18,-1.0,46.0
2015,2016-01-16,KC,20,NE,27,-5.0,43.5
2015,2016-01-16,GB,20,ARI,26,-7.5,49.5
2015,2016-01-17,SEA,24,CAR,31,-2.5,42.5
2015,2016-01-17,PIT,16,DEN,23,-7.5,41.0
2015,2016-01-24,NE,18,DEN,20,3.0,44.5
2015,2016-01-24,ARI,15,CAR,49,-3.0,47.0
2015,2016-02-07,CAR,10,DEN,24,5.0,43.5
